City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,kawalu,-7.3817,108.2082,295.2,97,92,0.58,ID,1681150933
369,lorengau,-2.0226,147.2712,297.98,89,100,1.37,PG,1681150934
370,nanae,41.8833,140.6833,281.88,91,91,2.9,JP,1681150934
371,mount gambier,-37.8333,140.7667,283.07,92,59,0.84,AU,1681150935
372,morar,26.2261,78.2261,301.56,12,66,1.96,IN,1681150936
373,cayenne,4.9333,-52.3333,299.17,89,100,2.57,GF,1681150936
374,yenagoa,4.9247,6.2642,300.21,84,94,2.56,NG,1681150937
375,eyl,7.9803,49.8164,301.24,73,76,6.36,SO,1681150938
376,esil,51.9556,66.4042,278.89,63,5,3.41,KZ,1681150938
377,kishtwar,33.3167,75.7667,283.52,55,7,2.6,IN,1681150939
378,cabra,37.4725,-4.4421,296.78,29,34,1.07,ES,1681150939
379,kudahuvadhoo,2.6708,72.8944,301.42,74,36,4.13,MV,1681150939
380,dong xoai,11.5333,106.9167,298.18,78,47,1.95,VN,1681150940
381,biak,-0.9131,122.8766,297.98,82,27,1.55,ID,1681150941
382,coachella,33.6803,-116.1739,307.38,13,0,3.09,US,1681150941
383,maine-soroa,13.2114,12.0241,308.67,10,99,4.11,NE,1681150942
384,denpasar,-8.65,115.2167,300.96,83,40,5.66,ID,1681150633
385,zavetnoye,47.1194,43.8903,283.38,61,42,4.41,RU,1681150943
386,port lincoln,-34.7333,135.8667,291.1,72,84,8.38,AU,1681150944
387,okhotsk,59.3833,143.3,258.65,66,0,9.42,RU,1681150944
388,caidian,30.5833,114.0333,290.22,71,27,2.27,CN,1681150945
389,isangel,-19.55,169.2667,299.52,87,0,1.88,VU,1681150946
390,guerrero negro,27.9769,-114.0611,294.12,55,1,4.52,MX,1681150946
391,ornskoldsvik,63.2909,18.7153,275.68,80,100,3.09,SE,1681150946
392,ukrayinka,47.9167,35.35,284.47,58,100,5.95,UA,1681150947
393,nuuk,64.1835,-51.7216,277.49,56,20,5.66,GL,1681150948
394,nizhniy kuranakh,58.8353,125.4869,264.35,95,100,3.38,RU,1681150948
395,rivadavia,-33.1905,-68.4608,300.34,37,32,4.22,AR,1681150902
396,anadyr,64.75,177.4833,253.43,65,0,5.0,RU,1681150950
397,oussouye,12.485,-16.5469,304.25,48,9,7.73,SN,1681150950
398,lethem,3.3803,-59.7968,310.93,26,75,3.35,GY,1681150951
399,la ronge,55.1001,-105.2842,283.29,22,20,10.8,CA,1681150952
400,rahimatpur,17.6,74.2,302.48,39,60,1.59,IN,1681150952
401,egvekinot,66.3167,-179.1667,246.63,87,56,2.3,RU,1681150953
402,buala,-8.145,159.5921,299.49,78,100,1.18,SB,1681150954
403,sverdlovskiy,55.9108,38.1536,281.01,70,90,0.24,RU,1681150954
404,moroni,-11.7022,43.2551,299.24,84,64,1.74,KM,1681150955
405,atambua,-9.1061,124.8925,295.65,92,62,0.82,ID,1681150782
406,alexander city,32.944,-85.9539,291.85,32,67,4.59,US,1681150956
407,imeni poliny osipenko,52.4201,136.4853,270.96,91,96,2.88,RU,1681150957
408,billings,45.7833,-108.5007,294.98,28,75,9.26,US,1681150743
409,zabaykalsk,49.6333,117.3167,266.33,89,100,12.4,RU,1681150957
410,tongliao,43.6125,122.2653,281.37,24,94,5.87,CN,1681150958
411,stornoway,58.2093,-6.3865,280.89,92,40,1.03,GB,1681150958
412,konitsa,40.0486,20.7567,280.61,89,92,2.3,GR,1681150958
413,codrington,-38.2667,141.9667,285.99,80,83,2.69,AU,1681150959
414,buckeye,33.3703,-112.5838,305.86,13,0,7.2,US,1681150891
415,baiyin,36.5583,104.2081,280.67,29,0,1.48,CN,1681150959
416,natal,-5.795,-35.2094,303.27,66,40,7.2,BR,1681150733
417,hobyo,5.3505,48.5268,301.98,72,78,7.26,SO,1681150960
418,manono,-7.3,27.4167,295.64,91,97,1.82,CD,1681150960
419,surab,28.4914,66.2585,289.81,41,86,4.72,PK,1681150961
420,seydi,39.4816,62.9137,290.98,42,4,3.33,TM,1681150961
421,raudeberg,61.9875,5.1352,282.52,62,100,4.95,NO,1681150961
422,tautira,-17.7333,-149.15,300.15,77,99,4.31,PF,1681150962
423,cam ranh,11.9214,109.1591,299.13,89,20,1.03,VN,1681150962
424,totoral,-17.4053,-70.365,295.98,53,10,4.42,PE,1681150962
425,hastings,50.8552,0.5729,285.01,36,58,11.09,GB,1681150963
426,touros,-5.1989,-35.4608,301.42,74,75,4.61,BR,1681150719
427,assiniboia,49.6334,-105.9845,285.05,58,28,6.69,CA,1681150964
428,manokwari,-0.8667,134.0833,298.78,80,91,1.26,ID,1681150964
429,provideniya,64.3833,-173.3,248.55,96,59,2.35,RU,1681150964
430,borogontsy,62.6683,131.1683,254.84,97,62,2.3,RU,1681150964
431,sola,-13.8833,167.55,301.3,77,99,6.33,VU,1681150965
432,aboisso,5.4678,-3.2071,300.87,76,96,2.86,CI,1681150966
433,baruun-urt,46.6806,113.2792,264.62,32,58,10.48,MN,1681150966
434,vardo,70.3705,31.1107,276.14,81,75,8.23,NO,1681150966
435,tombouctou,20.0,-3.0,305.25,11,100,4.55,ML,1681150967
436,emet,39.343,29.2585,279.53,90,100,2.33,TR,1681150967
437,ambon,-3.6954,128.1814,297.23,94,20,2.57,ID,1681150967
438,pinheiro,-2.5214,-45.0825,301.1,87,97,0.78,BR,1681150968
439,key west,24.5557,-81.7826,300.15,69,40,5.66,US,1681150968
440,coihaique,-45.5752,-72.0662,281.49,61,75,2.06,CL,1681150968
441,karauli,26.5,77.0167,301.25,13,65,2.46,IN,1681150968
442,paamiut,61.994,-49.6678,273.55,88,32,1.34,GL,1681150969
443,morro bay,35.3658,-120.8499,298.36,49,0,2.68,US,1681150969
444,algeciras,36.1333,-5.4505,298.97,25,0,4.63,ES,1681150922
445,havoysund,70.9963,24.6622,276.28,91,100,6.9,NO,1681150970
446,iskateley,67.6803,53.1512,273.11,97,100,8.24,RU,1681150876
447,arlit,18.7369,7.3853,307.13,11,92,5.39,NE,1681150971
448,bulungu,-4.55,18.6,297.24,88,80,1.28,CD,1681150971
449,rosetta,31.4044,30.4164,289.68,73,26,8.53,EG,1681150972
450,sorland,67.667,12.6934,279.07,79,0,7.19,NO,1681150972
451,solnechnyy,50.7214,136.6319,274.51,80,84,0.68,RU,1681150972
452,pasinler,39.9803,41.6764,278.7,92,100,1.14,TR,1681150973
453,belmonte,-15.8631,-38.8828,299.69,86,76,4.93,BR,1681150973
454,ixtapa,20.7,-105.2,298.72,65,75,4.12,MX,1681150974
455,domna,51.8971,113.1573,268.24,45,100,15.0,RU,1681150974
456,orthez,43.4884,-0.7724,290.86,82,100,3.36,FR,1681150974
457,kununurra,-15.7667,128.7333,298.14,100,100,0.0,AU,1681150975
458,shingu,33.7333,135.9833,284.9,84,5,2.7,JP,1681150976
459,awbari,26.5921,12.7805,294.17,19,1,2.99,LY,1681150976
460,naze,28.3667,129.4833,291.66,68,12,4.2,JP,1681150976
461,krasnoselkup,65.7,82.4667,257.64,93,100,6.17,RU,1681150977
462,yeppoon,-23.1333,150.7333,289.03,71,0,2.97,AU,1681150977
463,tingo maria,-9.2895,-76.0088,304.32,55,40,2.06,PE,1681150977
464,sao felix do xingu,-6.6447,-51.995,302.72,67,81,0.85,BR,1681150978
465,san policarpo,12.1791,125.5072,296.41,94,100,7.48,PH,1681150978
466,margate,51.3813,1.3862,285.3,71,66,2.68,GB,1681150978
467,north bend,43.4065,-124.2243,283.28,94,100,3.09,US,1681150978
468,hamilton,39.1834,-84.5333,294.68,25,0,2.57,US,1681150698
469,kamyshlov,56.8428,62.7111,273.27,53,83,3.29,RU,1681150979
470,una,20.8167,71.0333,300.88,41,81,4.12,IN,1681150980
471,krasnaya zarya,52.7825,37.6806,282.68,46,52,2.41,RU,1681150980
472,broome,42.2506,-75.833,291.32,24,0,2.24,US,1681150981
473,waipawa,-41.4122,175.5153,286.51,79,15,5.01,NZ,1681150982
474,puertollano,38.6871,-4.1073,297.64,29,39,3.47,ES,1681150982
475,artigas,-30.4,-56.4667,301.46,44,11,1.28,UY,1681150986
476,ivybridge,50.3904,-3.9191,284.18,72,5,9.91,GB,1681150986
477,nanakuli,21.3906,-158.1547,299.12,75,75,2.57,US,1681150987
478,bushenyi,-0.5853,30.2114,290.45,89,93,1.61,UG,1681150988
479,udachnyy,66.4167,112.4,242.78,99,44,2.38,RU,1681150988
480,bonavista,48.6499,-53.1147,273.93,86,91,5.56,CA,1681150989
481,poyarkovo,49.6,128.6833,278.81,90,16,3.03,RU,1681150990
482,kokstad,-30.5472,29.4241,283.75,91,8,0.84,ZA,1681150990
483,vire,48.9167,-0.8333,284.81,83,77,6.42,FR,1681150991
484,general roca,-39.0333,-67.5833,286.27,58,100,4.52,AR,1681150992
485,batsfjord,70.6345,29.7185,276.03,87,100,9.26,NO,1681150992
486,daru,-9.0763,143.2092,298.45,87,100,1.08,PG,1681150993
487,montepuez,-13.1256,38.9997,294.07,95,19,1.77,MZ,1681150994
488,mykhaylivka,47.2724,35.2224,285.43,61,100,5.58,UA,1681150995
489,trelew,-43.249,-65.3051,283.39,63,100,6.85,AR,1681150995
490,kouango,4.9934,19.9619,297.82,82,99,3.13,CF,1681150996
491,balikpapan,-1.2675,116.8289,297.7,94,20,2.57,ID,1681150928
492,el cobre,20.0489,-75.9469,301.84,65,40,3.09,CU,1681150997
493,arona,28.0996,-16.681,297.44,43,0,15.43,ES,1681150998
494,liwale,-9.7667,37.9333,294.23,96,84,0.67,TZ,1681150999
495,la primavera,5.4906,-70.4092,307.16,41,56,1.67,CO,1681150999
496,coquimbo,-29.9533,-71.3436,292.0,77,20,4.12,CL,1681151000
497,the valley,18.217,-63.0578,302.07,74,40,6.69,AI,1681151000
498,rey bouba,8.6724,14.1786,309.59,21,87,1.73,CM,1681151001
499,oktyabrskiy,54.4815,53.471,279.63,62,42,3.4,RU,1681151002
500,mizdah,31.4451,12.9801,290.43,29,0,4.83,LY,1681151002
501,rosario,-32.9468,-60.6393,304.23,44,0,4.63,AR,1681150959
502,mecca,21.4267,39.8261,303.35,46,0,5.8,SA,1681150895
503,luanda,-8.8368,13.2343,300.03,84,83,3.53,AO,1681150959
504,strezhevoy,60.7333,77.5889,261.81,92,99,5.95,RU,1681151005
505,constantine,36.365,6.6147,288.82,33,0,3.6,DZ,1681151006
506,benjamin aceval,-24.9667,-57.5667,305.23,67,99,0.69,PY,1681151006
507,nuristan,35.3,70.8333,270.84,62,45,4.08,AF,1681151007
508,derzhavinsk,51.1,66.3167,280.01,52,1,3.67,KZ,1681151007
509,matagami,49.7502,-77.6328,285.21,47,0,9.26,CA,1681151007
510,lahan,26.7296,86.4951,299.47,16,0,1.93,NP,1681151008
511,haapiti,-17.5667,-149.8667,301.0,72,100,4.03,PF,1681151009
512,balykshi,47.0667,51.8667,282.15,49,0,3.0,KZ,1681151009
513,coahuayana,18.7333,-103.6833,307.2,31,92,3.04,MX,1681151010
514,chara,56.9064,118.2631,265.71,81,100,4.34,RU,1681151010
515,chicama,-7.8447,-79.1469,302.45,61,51,4.54,PE,1681151011
516,alice springs,-23.7,133.8833,289.9,55,51,0.0,AU,1681151011
517,constitucion,-35.3333,-72.4167,292.83,69,100,4.7,CL,1681151011
518,caimito,8.8123,-75.4107,307.57,44,37,2.08,CO,1681151012
519,bayonet point,28.3267,-82.6834,301.59,61,93,1.79,US,1681151013
520,makasar,-5.14,119.4221,296.18,94,40,2.57,ID,1681151013
521,qaqortoq,60.7167,-46.0333,277.35,79,100,2.39,GL,1681151014
522,high level,58.5169,-117.136,282.21,29,20,6.69,CA,1681150808
523,chauk,20.8833,94.8167,304.32,35,0,2.66,MM,1681151015
524,mookane,-23.688,26.6595,292.07,69,97,0.96,BW,1681151015
525,mirzapur,25.15,82.5833,296.13,12,21,2.75,IN,1681151016
526,maryville,35.7565,-83.9705,294.88,36,20,2.57,US,1681151016
527,teofilo otoni,-17.8575,-41.5053,300.06,60,100,2.52,BR,1681151017
528,vostok,46.4856,135.8833,278.48,65,61,2.38,RU,1681151017
529,mehamn,71.0357,27.8492,276.12,93,75,8.23,NO,1681151017
530,dharchula,29.85,80.5333,288.71,41,21,3.49,IN,1681151018
531,kaspiyskiy,45.3929,47.3707,284.87,70,79,4.51,RU,1681151018
532,vaitape,-16.5167,-151.75,300.61,74,100,5.32,PF,1681151018
533,kapit,2.0167,112.9333,295.74,99,76,0.65,MY,1681151019
534,bandiagara,14.3501,-3.6104,309.65,13,98,5.05,ML,1681151019
535,puga,21.5833,-104.8167,306.19,29,75,3.09,MX,1681151019
536,bichena,10.45,38.2,289.11,63,67,2.57,ET,1681151020
537,erdenet,49.0333,104.0833,265.62,35,3,1.37,MN,1681151020
538,najran,17.4924,44.1277,295.51,39,37,0.95,SA,1681151020
539,yevlax,40.6089,47.1492,287.14,77,100,3.09,AZ,1681151020
540,pingliang,35.5392,106.6861,284.6,35,94,3.27,CN,1681151021
541,sao jose da coroa grande,-8.8978,-35.1478,301.13,70,99,3.48,BR,1681151021
542,saint-augustin,51.226,-58.6502,276.82,66,58,5.21,CA,1681151021
543,carlos chagas,-17.7031,-40.7664,300.58,60,99,4.3,BR,1681151022
544,pawa,13.1747,123.7328,297.89,83,100,4.61,PH,1681151022
545,charagua,-19.8,-63.2167,302.29,39,73,3.4,BO,1681151022
546,aloleng,16.1307,119.7824,298.6,84,73,1.64,PH,1681151023
547,fairbanks,64.8378,-147.7164,258.27,70,75,0.45,US,1681150843
548,orichi,58.4036,49.0572,274.98,75,26,2.5,RU,1681150757
549,biskamzha,53.4497,89.5272,265.87,97,96,0.36,RU,1681151024
550,rognan,67.0953,15.3878,279.75,79,16,3.74,NO,1681151024
551,terrace,54.5163,-128.6035,280.1,81,75,5.14,CA,1681151024
552,asyut,27.181,31.1837,299.25,31,99,7.73,EG,1681151024
553,balugaon,20.1667,85.1,303.88,39,27,1.86,IN,1681151025
554,santa maria,-29.6842,-53.8069,303.76,42,40,3.09,BR,1681151025
555,maceio,-9.6658,-35.7353,303.84,66,20,4.63,BR,1681151025
556,itimadpur,27.25,78.2,300.72,13,57,1.9,IN,1681151026
557,nador,35.174,-2.9287,301.19,53,0,0.51,MA,1681151026
558,oranjemund,-28.55,16.4333,288.26,79,2,8.97,NA,1681151026
559,muroto,33.2833,134.15,290.32,73,75,7.19,JP,1681151027
560,atar,20.5169,-13.0499,308.43,15,48,5.9,MR,1681151027
561,manali,13.1667,80.2667,302.08,82,1,2.45,IN,1681151027
562,namie,37.4833,141.0,283.92,53,96,2.34,JP,1681151027
563,klos,41.5072,20.0851,285.68,84,93,2.74,AL,1681151028
564,kampot,10.6167,104.1833,300.18,81,26,2.57,KH,1681151028
565,bojnurd,37.4747,57.329,284.12,43,0,1.03,IR,1681151029
566,awjilah,29.1081,21.2869,291.74,41,57,6.71,LY,1681151029
567,gorontalo,0.5412,123.0595,297.19,96,91,1.63,ID,1681151029
568,kachug,53.9606,105.8817,261.03,90,7,1.19,RU,1681151030
569,makakilo city,21.3469,-158.0858,298.33,77,75,4.12,US,1681151030
570,morgantown,39.6295,-79.9559,293.82,25,0,0.89,US,1681150990
571,aldergrove,49.058,-122.4709,281.78,88,100,3.6,CA,1681151031
572,el limon,10.3059,-67.6321,305.77,48,93,2.61,VE,1681151031
573,torbay,47.6666,-52.7314,278.86,65,75,8.23,CA,1681151031
574,vestmannaeyjar,63.4427,-20.2734,279.7,81,20,5.14,IS,1681151032
575,jalu,29.0331,21.5482,291.98,37,64,6.6,LY,1681151032
576,saint-pierre,-21.3393,55.4781,297.91,94,75,3.6,RE,1681151032
577,hearst,49.6835,-83.6665,287.29,100,100,3.71,CA,1681151033
578,guanica,17.9716,-66.908,303.25,72,1,5.34,PR,1681151033
579,otane,-39.8833,176.6333,284.04,91,0,1.7,NZ,1681151034
